dfk_flurst,gwm,kf,fa,dvel,max_demand_pump,buildings_per_plot
8662/1665/0,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.162446368146598,1
8662/1665/4,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.137241155924085,1
8662/1666/2,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.190791770686893,1
8662/1666/5,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.177592526767908,1
8662/1666/6,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.075353962385981,1
8662/1667/1,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.0743558349543924,1
8662/1667/2,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.123874156790467,1
8662/1668/2,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.212125329756106,1
8662/1668/4,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.129104195450682,1
8662/1669/0,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.0948122279072809,1
8662/1669/1,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.161433004380946,1
8662/1671/0,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.107919607063458,1
8662/1671/1,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.0580701449962402,1
8662/1672/1,8.23990792976097,0.00293857789196787,7.09200299972065,3.71617528651732e-05,0.206994620467846,1
